codigo;nomeseg;pessoacodigo;anoseq
3;Cliente Maior Potencial;152679;2024
4;Cliente Baixo Potencial;92177;2024
3;Cliente Maior Potencial;158564;2024
4;Cliente Baixo Potencial;77068;2024
4;Cliente Baixo Potencial;78604;2024
3;Cliente Maior Potencial;47790;2024
3;Cliente Maior Potencial;33003;2024
3;Cliente Maior Potencial;86442;2024
3;Cliente Maior Potencial;22137;2024
4;Cliente Baixo Potencial;163575;2024
4;Cliente Baixo Potencial;23358;2024
3;Cliente Maior Potencial;64559;2024
4;Cliente Baixo Potencial;53088;2024
4;Cliente Baixo Potencial;200212;2024
4;Cliente Baixo Potencial;2218;2024
3;Cliente Maior Potencial;106107;2024
4;Cliente Baixo Potencial;223570;2024
3;Cliente Maior Potencial;151775;2024
4;Cliente Baixo Potencial;111021;2024
3;Cliente Maior Potencial;118172;2024
3;Cliente Maior Potencial;228194;2024
3;Cliente Maior Potencial;216695;2024
4;Cliente Baixo Potencial;191049;2024
3;Cliente Maior Potencial;131018;2024
4;Cliente Baixo Potencial;196399;2024
3;Cliente Maior Potencial;165699;2024
3;Cliente Maior Potencial;78159;2024
4;Cliente Baixo Potencial;77487;2024
3;Cliente Maior Potencial;162098;2024
4;Cliente Baixo Potencial;62261;2024
3;Cliente Maior Potencial;105301;2024
3;Cliente Maior Potencial;214945;2024
4;Cliente Baixo Potencial;181817;2024
4;Cliente Baixo Potencial;202690;2024
4;Cliente Baixo Potencial;65022;2024
3;Cliente Maior Potencial;4667;2024
3;Cliente Maior Potencial;4734;2024
4;Cliente Baixo Potencial;191946;2024
3;Cliente Maior Potencial;81674;2024
3;Cliente Maior Potencial;31017;2024
4;Cliente Baixo Potencial;213499;2024
3;Cliente Maior Potencial;126128;2024
4;Cliente Baixo Potencial;97170;2024
4;Cliente Baixo Potencial;1418;2024
3;Cliente Maior Potencial;69774;2024
3;Cliente Maior Potencial;187485;2024
4;Cliente Baixo Potencial;196045;2024
4;Cliente Baixo Potencial;28137;2024
4;Cliente Baixo Potencial;228017;2024
4;Cliente Baixo Potencial;225570;2024
4;Cliente Baixo Potencial;123457;2024
4;Cliente Baixo Potencial;41884;2024
3;Cliente Maior Potencial;37609;2024
3;Cliente Maior Potencial;63116;2024
3;Cliente Maior Potencial;192298;2024
3;Cliente Maior Potencial;4152;2024
4;Cliente Baixo Potencial;72412;2024
4;Cliente Baixo Potencial;108811;2024
3;Cliente Maior Potencial;49743;2024
3;Cliente Maior Potencial;14801;2024
3;Cliente Maior Potencial;85923;2024
4;Cliente Baixo Potencial;136207;2024
4;Cliente Baixo Potencial;28318;2024
4;Cliente Baixo Potencial;162192;2024
4;Cliente Baixo Potencial;12895;2024
3;Cliente Maior Potencial;216303;2024
4;Cliente Baixo Potencial;37602;2024
4;Cliente Baixo Potencial;125348;2024
4;Cliente Baixo Potencial;57490;2024
3;Cliente Maior Potencial;81014;2024
3;Cliente Maior Potencial;106575;2024
4;Cliente Baixo Potencial;224841;2024
4;Cliente Baixo Potencial;50225;2024
3;Cliente Maior Potencial;125982;2024
4;Cliente Baixo Potencial;21139;2024
4;Cliente Baixo Potencial;224650;2024
4;Cliente Baixo Potencial;193764;2024
5;Cliente Grande Transacional;105245;2024
3;Cliente Maior Potencial;53674;2024
4;Cliente Baixo Potencial;200952;2024
4;Cliente Baixo Potencial;166049;2024
4;Cliente Baixo Potencial;51276;2024
3;Cliente Maior Potencial;186296;2024
3;Cliente Maior Potencial;93673;2024
4;Cliente Baixo Potencial;157589;2024
4;Cliente Baixo Potencial;123912;2024
4;Cliente Baixo Potencial;211889;2024
3;Cliente Maior Potencial;47365;2024
4;Cliente Baixo Potencial;49670;2024
4;Cliente Baixo Potencial;222787;2024
3;Cliente Maior Potencial;229741;2024
3;Cliente Maior Potencial;79200;2024
3;Cliente Maior Potencial;56412;2024
4;Cliente Baixo Potencial;69897;2024
4;Cliente Baixo Potencial;225567;2024
4;Cliente Baixo Potencial;97927;2024
3;Cliente Maior Potencial;40050;2024
3;Cliente Maior Potencial;32127;2024
4;Cliente Baixo Potencial;45624;2024
3;Cliente Maior Potencial;154716;2024
3;Cliente Maior Potencial;6038;2024
4;Cliente Baixo Potencial;8385;2024
3;Cliente Maior Potencial;195173;2024
3;Cliente Maior Potencial;129032;2024
4;Cliente Baixo Potencial;29034;2024
3;Cliente Maior Potencial;38874;2024
3;Cliente Maior Potencial;195483;2024
3;Cliente Maior Potencial;206326;2024
4;Cliente Baixo Potencial;223278;2024
4;Cliente Baixo Potencial;87056;2024
4;Cliente Baixo Potencial;50078;2024
4;Cliente Baixo Potencial;92460;2024
4;Cliente Baixo Potencial;211373;2024
3;Cliente Maior Potencial;93117;2024
3;Cliente Maior Potencial;20389;2024
4;Cliente Baixo Potencial;200647;2024
4;Cliente Baixo Potencial;216609;2024
4;Cliente Baixo Potencial;34488;2024
3;Cliente Maior Potencial;216913;2024
4;Cliente Baixo Potencial;182456;2024
3;Cliente Maior Potencial;187875;2024
4;Cliente Baixo Potencial;28720;2024
3;Cliente Maior Potencial;66701;2024
3;Cliente Maior Potencial;37196;2024
3;Cliente Maior Potencial;23967;2024
3;Cliente Maior Potencial;88699;2024
3;Cliente Maior Potencial;91486;2024
4;Cliente Baixo Potencial;110470;2024
4;Cliente Baixo Potencial;86842;2024
3;Cliente Maior Potencial;25419;2024
3;Cliente Maior Potencial;157239;2024
4;Cliente Baixo Potencial;41984;2024
4;Cliente Baixo Potencial;186467;2024
4;Cliente Baixo Potencial;157418;2024
4;Cliente Baixo Potencial;195831;2024
3;Cliente Maior Potencial;193053;2024
4;Cliente Baixo Potencial;49126;2024
3;Cliente Maior Potencial;230575;2024
3;Cliente Maior Potencial;159873;2024
5;Cliente Grande Transacional;85687;2024
3;Cliente Maior Potencial;36634;2024
3;Cliente Maior Potencial;41677;2024
3;Cliente Maior Potencial;78358;2024
4;Cliente Baixo Potencial;73492;2024
4;Cliente Baixo Potencial;50771;2024
3;Cliente Maior Potencial;51341;2024
4;Cliente Baixo Potencial;41108;2024
3;Cliente Maior Potencial;160456;2024
4;Cliente Baixo Potencial;213988;2024
3;Cliente Maior Potencial;7422;2024
5;Cliente Grande Transacional;83449;2024
3;Cliente Maior Potencial;81401;2024
3;Cliente Maior Potencial;163842;2024
4;Cliente Baixo Potencial;70644;2024
3;Cliente Maior Potencial;167809;2024
3;Cliente Maior Potencial;128219;2024
3;Cliente Maior Potencial;228771;2024
3;Cliente Maior Potencial;118534;2024
4;Cliente Baixo Potencial;9634;2024
4;Cliente Baixo Potencial;21570;2024
3;Cliente Maior Potencial;72781;2024
4;Cliente Baixo Potencial;157703;2024
4;Cliente Baixo Potencial;158343;2024
4;Cliente Baixo Potencial;91742;2024
3;Cliente Maior Potencial;10521;2024
4;Cliente Baixo Potencial;33543;2024
3;Cliente Maior Potencial;148078;2024
3;Cliente Maior Potencial;111264;2024
4;Cliente Baixo Potencial;227488;2024
4;Cliente Baixo Potencial;198397;2024
5;Cliente Grande Transacional;26935;2024
3;Cliente Maior Potencial;77396;2024
3;Cliente Maior Potencial;84342;2024
4;Cliente Baixo Potencial;8875;2024
3;Cliente Maior Potencial;41841;2024
4;Cliente Baixo Potencial;106006;2024
4;Cliente Baixo Potencial;110722;2024
4;Cliente Baixo Potencial;92620;2024
4;Cliente Baixo Potencial;197018;2024
4;Cliente Baixo Potencial;198393;2024
4;Cliente Baixo Potencial;93402;2024
3;Cliente Maior Potencial;82364;2024
4;Cliente Baixo Potencial;1365;2024
3;Cliente Maior Potencial;126138;2024
3;Cliente Maior Potencial;92533;2024
4;Cliente Baixo Potencial;130024;2024
4;Cliente Baixo Potencial;26581;2024
3;Cliente Maior Potencial;1094;2024
5;Cliente Grande Transacional;93575;2024
4;Cliente Baixo Potencial;157902;2024
5;Cliente Grande Transacional;81646;2024
5;Cliente Grande Transacional;59532;2024
3;Cliente Maior Potencial;2638;2024
5;Cliente Grande Transacional;204981;2024
3;Cliente Maior Potencial;181210;2024
4;Cliente Baixo Potencial;38495;2024
3;Cliente Maior Potencial;118958;2024
3;Cliente Maior Potencial;145179;2024
3;Cliente Maior Potencial;71801;2024
3;Cliente Maior Potencial;22492;2024
3;Cliente Maior Potencial;105230;2024
4;Cliente Baixo Potencial;187735;2024
4;Cliente Baixo Potencial;90558;2024
4;Cliente Baixo Potencial;91726;2024
4;Cliente Baixo Potencial;36209;2024
4;Cliente Baixo Potencial;77412;2024
4;Cliente Baixo Potencial;4760;2024
4;Cliente Baixo Potencial;197418;2024
4;Cliente Baixo Potencial;183532;2024
4;Cliente Baixo Potencial;198326;2024
4;Cliente Baixo Potencial;156939;2024
3;Cliente Maior Potencial;44180;2024
4;Cliente Baixo Potencial;82887;2024
3;Cliente Maior Potencial;1050;2024
3;Cliente Maior Potencial;47558;2024
4;Cliente Baixo Potencial;47611;2024
3;Cliente Maior Potencial;26144;2024
5;Cliente Grande Transacional;50222;2024
3;Cliente Maior Potencial;154709;2024
4;Cliente Baixo Potencial;85187;2024
3;Cliente Maior Potencial;78359;2024
3;Cliente Maior Potencial;226310;2024
4;Cliente Baixo Potencial;41264;2024
3;Cliente Maior Potencial;35991;2024
4;Cliente Baixo Potencial;41880;2024
3;Cliente Maior Potencial;152819;2024
3;Cliente Maior Potencial;45879;2024
4;Cliente Baixo Potencial;21797;2024
3;Cliente Maior Potencial;47654;2024
3;Cliente Maior Potencial;54826;2024
4;Cliente Baixo Potencial;42860;2024
4;Cliente Baixo Potencial;180185;2024
3;Cliente Maior Potencial;188751;2024
4;Cliente Baixo Potencial;193048;2024
4;Cliente Baixo Potencial;228103;2024
3;Cliente Maior Potencial;11658;2024
3;Cliente Maior Potencial;58874;2024
4;Cliente Baixo Potencial;121172;2024
3;Cliente Maior Potencial;36709;2024
4;Cliente Baixo Potencial;71588;2024
4;Cliente Baixo Potencial;124209;2024
4;Cliente Baixo Potencial;194124;2024
3;Cliente Maior Potencial;118509;2024
4;Cliente Baixo Potencial;160826;2024
4;Cliente Baixo Potencial;196012;2024
3;Cliente Maior Potencial;13372;2024
4;Cliente Baixo Potencial;31858;2024
4;Cliente Baixo Potencial;152326;2024
4;Cliente Baixo Potencial;126924;2024
4;Cliente Baixo Potencial;69730;2024
4;Cliente Baixo Potencial;24443;2024
5;Cliente Grande Transacional;95248;2024
3;Cliente Maior Potencial;181251;2024
3;Cliente Maior Potencial;42208;2024
3;Cliente Maior Potencial;75547;2024
4;Cliente Baixo Potencial;7266;2024
4;Cliente Baixo Potencial;9875;2024
3;Cliente Maior Potencial;169882;2024
3;Cliente Maior Potencial;68313;2024
3;Cliente Maior Potencial;65266;2024
4;Cliente Baixo Potencial;35278;2024
4;Cliente Baixo Potencial;153402;2024
4;Cliente Baixo Potencial;64641;2024
3;Cliente Maior Potencial;32132;2024
3;Cliente Maior Potencial;192825;2024
4;Cliente Baixo Potencial;193911;2024
4;Cliente Baixo Potencial;88310;2024
4;Cliente Baixo Potencial;83723;2024
5;Cliente Grande Transacional;226859;2024
3;Cliente Maior Potencial;217571;2024
3;Cliente Maior Potencial;197823;2024
4;Cliente Baixo Potencial;35560;2024
4;Cliente Baixo Potencial;195811;2024
4;Cliente Baixo Potencial;63471;2024
3;Cliente Maior Potencial;92490;2024
3;Cliente Maior Potencial;111441;2024
4;Cliente Baixo Potencial;183297;2024
4;Cliente Baixo Potencial;176061;2024
4;Cliente Baixo Potencial;41788;2024
4;Cliente Baixo Potencial;152590;2024
4;Cliente Baixo Potencial;32267;2024
4;Cliente Baixo Potencial;69632;2024
4;Cliente Baixo Potencial;35933;2024
3;Cliente Maior Potencial;20611;2024
3;Cliente Maior Potencial;38555;2024
4;Cliente Baixo Potencial;9252;2024
3;Cliente Maior Potencial;66096;2024
4;Cliente Baixo Potencial;198209;2024
4;Cliente Baixo Potencial;27277;2024
3;Cliente Maior Potencial;91593;2024
3;Cliente Maior Potencial;162691;2024
3;Cliente Maior Potencial;42414;2024
4;Cliente Baixo Potencial;148113;2024
3;Cliente Maior Potencial;78940;2024
4;Cliente Baixo Potencial;224960;2024
3;Cliente Maior Potencial;15027;2024
3;Cliente Maior Potencial;117305;2024
5;Cliente Grande Transacional;51606;2024
4;Cliente Baixo Potencial;224192;2024
4;Cliente Baixo Potencial;222356;2024
3;Cliente Maior Potencial;15355;2024
4;Cliente Baixo Potencial;203118;2024
4;Cliente Baixo Potencial;47805;2024
3;Cliente Maior Potencial;134364;2024
3;Cliente Maior Potencial;14772;2024
4;Cliente Baixo Potencial;191949;2024
4;Cliente Baixo Potencial;105927;2024
3;Cliente Maior Potencial;91750;2024
3;Cliente Maior Potencial;38833;2024
4;Cliente Baixo Potencial;202168;2024
4;Cliente Baixo Potencial;91972;2024
4;Cliente Baixo Potencial;74738;2024
4;Cliente Baixo Potencial;63663;2024
3;Cliente Maior Potencial;78725;2024
3;Cliente Maior Potencial;44059;2024
4;Cliente Baixo Potencial;19890;2024
4;Cliente Baixo Potencial;84485;2024
3;Cliente Maior Potencial;139563;2024
4;Cliente Baixo Potencial;213334;2024
3;Cliente Maior Potencial;96212;2024
4;Cliente Baixo Potencial;89439;2024
4;Cliente Baixo Potencial;76457;2024
4;Cliente Baixo Potencial;90844;2024
3;Cliente Maior Potencial;24684;2024
4;Cliente Baixo Potencial;225903;2024
3;Cliente Maior Potencial;38574;2024
3;Cliente Maior Potencial;132051;2024
3;Cliente Maior Potencial;129187;2024
3;Cliente Maior Potencial;6011;2024
3;Cliente Maior Potencial;86293;2024
4;Cliente Baixo Potencial;5090;2024
3;Cliente Maior Potencial;155346;2024
3;Cliente Maior Potencial;150566;2024
4;Cliente Baixo Potencial;200999;2024
4;Cliente Baixo Potencial;89060;2024
4;Cliente Baixo Potencial;29173;2024
3;Cliente Maior Potencial;185188;2024
3;Cliente Maior Potencial;46946;2024
4;Cliente Baixo Potencial;53735;2024
3;Cliente Maior Potencial;116679;2024
4;Cliente Baixo Potencial;106561;2024
3;Cliente Maior Potencial;156701;2024
3;Cliente Maior Potencial;7608;2024
4;Cliente Baixo Potencial;87738;2024
4;Cliente Baixo Potencial;214629;2024
4;Cliente Baixo Potencial;23829;2024
4;Cliente Baixo Potencial;184482;2024
4;Cliente Baixo Potencial;54347;2024
4;Cliente Baixo Potencial;125341;2024
3;Cliente Maior Potencial;42433;2024
4;Cliente Baixo Potencial;85658;2024
4;Cliente Baixo Potencial;37435;2024
3;Cliente Maior Potencial;137132;2024
3;Cliente Maior Potencial;198778;2024
3;Cliente Maior Potencial;121671;2024
4;Cliente Baixo Potencial;194716;2024
3;Cliente Maior Potencial;34348;2024
4;Cliente Baixo Potencial;95397;2024
4;Cliente Baixo Potencial;183676;2024
3;Cliente Maior Potencial;36641;2024
3;Cliente Maior Potencial;34911;2024
3;Cliente Maior Potencial;86724;2024
4;Cliente Baixo Potencial;22017;2024
3;Cliente Maior Potencial;172528;2024
3;Cliente Maior Potencial;17866;2024
5;Cliente Grande Transacional;72072;2024
3;Cliente Maior Potencial;117737;2024
4;Cliente Baixo Potencial;65218;2024
4;Cliente Baixo Potencial;91450;2024
4;Cliente Baixo Potencial;104845;2024
3;Cliente Maior Potencial;190719;2024
3;Cliente Maior Potencial;97278;2024
3;Cliente Maior Potencial;78941;2024
3;Cliente Maior Potencial;60377;2024
4;Cliente Baixo Potencial;87701;2024
5;Cliente Grande Transacional;78295;2024
3;Cliente Maior Potencial;185428;2024
4;Cliente Baixo Potencial;95665;2024
4;Cliente Baixo Potencial;167702;2024
3;Cliente Maior Potencial;13883;2024
4;Cliente Baixo Potencial;24169;2024
4;Cliente Baixo Potencial;46166;2024
4;Cliente Baixo Potencial;39627;2024
3;Cliente Maior Potencial;41776;2024
4;Cliente Baixo Potencial;130026;2024
3;Cliente Maior Potencial;88331;2024
4;Cliente Baixo Potencial;93552;2024
4;Cliente Baixo Potencial;163864;2024
4;Cliente Baixo Potencial;25566;2024
3;Cliente Maior Potencial;48982;2024
4;Cliente Baixo Potencial;129128;2024
4;Cliente Baixo Potencial;199037;2024
4;Cliente Baixo Potencial;186645;2024
3;Cliente Maior Potencial;67502;2024
3;Cliente Maior Potencial;38834;2024
4;Cliente Baixo Potencial;35726;2024
4;Cliente Baixo Potencial;200282;2024
3;Cliente Maior Potencial;155515;2024
3;Cliente Maior Potencial;22979;2024
5;Cliente Grande Transacional;117194;2024
3;Cliente Maior Potencial;97172;2024
4;Cliente Baixo Potencial;69680;2024
4;Cliente Baixo Potencial;151695;2024
3;Cliente Maior Potencial;84224;2024
4;Cliente Baixo Potencial;167457;2024
4;Cliente Baixo Potencial;96972;2024
4;Cliente Baixo Potencial;198836;2024
3;Cliente Maior Potencial;67584;2024
4;Cliente Baixo Potencial;168602;2024
3;Cliente Maior Potencial;10289;2024
3;Cliente Maior Potencial;46183;2024
4;Cliente Baixo Potencial;187304;2024
4;Cliente Baixo Potencial;193935;2024
4;Cliente Baixo Potencial;127363;2024
3;Cliente Maior Potencial;93899;2024
4;Cliente Baixo Potencial;198160;2024
3;Cliente Maior Potencial;120846;2024
4;Cliente Baixo Potencial;82113;2024
4;Cliente Baixo Potencial;165641;2024
3;Cliente Maior Potencial;118635;2024
3;Cliente Maior Potencial;73781;2024
4;Cliente Baixo Potencial;46741;2024
3;Cliente Maior Potencial;142450;2024
4;Cliente Baixo Potencial;143578;2024
5;Cliente Grande Transacional;71159;2024
4;Cliente Baixo Potencial;91465;2024
4;Cliente Baixo Potencial;127024;2024
4;Cliente Baixo Potencial;25334;2024
4;Cliente Baixo Potencial;47328;2024
4;Cliente Baixo Potencial;90583;2024
4;Cliente Baixo Potencial;76598;2024
3;Cliente Maior Potencial;202140;2024
3;Cliente Maior Potencial;127508;2024
4;Cliente Baixo Potencial;47224;2024
4;Cliente Baixo Potencial;117642;2024
4;Cliente Baixo Potencial;70551;2024
3;Cliente Maior Potencial;3898;2024
3;Cliente Maior Potencial;45123;2024
3;Cliente Maior Potencial;17718;2024
3;Cliente Maior Potencial;36268;2024
3;Cliente Maior Potencial;4844;2024
4;Cliente Baixo Potencial;194834;2024
4;Cliente Baixo Potencial;57527;2024
3;Cliente Maior Potencial;125195;2024
4;Cliente Baixo Potencial;8611;2024
3;Cliente Maior Potencial;51686;2024
3;Cliente Maior Potencial;86965;2024
3;Cliente Maior Potencial;25954;2024
4;Cliente Baixo Potencial;197415;2024
3;Cliente Maior Potencial;151911;2024
4;Cliente Baixo Potencial;91468;2024
4;Cliente Baixo Potencial;90234;2024
3;Cliente Maior Potencial;200770;2024
3;Cliente Maior Potencial;62611;2024
3;Cliente Maior Potencial;27562;2024
3;Cliente Maior Potencial;78972;2024
4;Cliente Baixo Potencial;29206;2024
4;Cliente Baixo Potencial;194174;2024
3;Cliente Maior Potencial;226162;2024
3;Cliente Maior Potencial;25886;2024
3;Cliente Maior Potencial;125241;2024
4;Cliente Baixo Potencial;40533;2024
4;Cliente Baixo Potencial;158467;2024
3;Cliente Maior Potencial;121164;2024
4;Cliente Baixo Potencial;91129;2024
4;Cliente Baixo Potencial;49808;2024
3;Cliente Maior Potencial;41361;2024
3;Cliente Maior Potencial;81418;2024
3;Cliente Maior Potencial;6027;2024
3;Cliente Maior Potencial;207273;2024
3;Cliente Maior Potencial;182668;2024
3;Cliente Maior Potencial;142862;2024
3;Cliente Maior Potencial;122226;2024
3;Cliente Maior Potencial;61407;2024
3;Cliente Maior Potencial;157835;2024
4;Cliente Baixo Potencial;84430;2024
4;Cliente Baixo Potencial;35615;2024
4;Cliente Baixo Potencial;4723;2024
4;Cliente Baixo Potencial;95000;2024
4;Cliente Baixo Potencial;102370;2024
4;Cliente Baixo Potencial;98117;2024
3;Cliente Maior Potencial;186941;2024
4;Cliente Baixo Potencial;24093;2024
3;Cliente Maior Potencial;157142;2024
3;Cliente Maior Potencial;97149;2024
4;Cliente Baixo Potencial;167715;2024
3;Cliente Maior Potencial;47441;2024
3;Cliente Maior Potencial;95081;2024
3;Cliente Maior Potencial;58534;2024
3;Cliente Maior Potencial;86099;2024
4;Cliente Baixo Potencial;27164;2024
4;Cliente Baixo Potencial;53610;2024
4;Cliente Baixo Potencial;196492;2024
4;Cliente Baixo Potencial;14297;2024
4;Cliente Baixo Potencial;83215;2024
4;Cliente Baixo Potencial;194195;2024
4;Cliente Baixo Potencial;55434;2024
4;Cliente Baixo Potencial;46639;2024
3;Cliente Maior Potencial;90450;2024
4;Cliente Baixo Potencial;9506;2024
4;Cliente Baixo Potencial;32035;2024
3;Cliente Maior Potencial;25452;2024
4;Cliente Baixo Potencial;27195;2024
4;Cliente Baixo Potencial;13836;2024
3;Cliente Maior Potencial;89451;2024
3;Cliente Maior Potencial;78873;2024
3;Cliente Maior Potencial;6232;2024
3;Cliente Maior Potencial;7096;2024
4;Cliente Baixo Potencial;52819;2024
4;Cliente Baixo Potencial;201528;2024
4;Cliente Baixo Potencial;35301;2024
4;Cliente Baixo Potencial;140;2024
4;Cliente Baixo Potencial;120221;2024
4;Cliente Baixo Potencial;124407;2024
3;Cliente Maior Potencial;49012;2024
4;Cliente Baixo Potencial;196188;2024
3;Cliente Maior Potencial;91253;2024
4;Cliente Baixo Potencial;208758;2024
3;Cliente Maior Potencial;30595;2024
3;Cliente Maior Potencial;192291;2024
4;Cliente Baixo Potencial;186670;2024
4;Cliente Baixo Potencial;90576;2024
4;Cliente Baixo Potencial;136404;2024
4;Cliente Baixo Potencial;39156;2024
3;Cliente Maior Potencial;8995;2024
3;Cliente Maior Potencial;45253;2024
4;Cliente Baixo Potencial;201545;2024
4;Cliente Baixo Potencial;74581;2024
3;Cliente Maior Potencial;190760;2024
3;Cliente Maior Potencial;91009;2024
4;Cliente Baixo Potencial;220256;2024
3;Cliente Maior Potencial;76065;2024
4;Cliente Baixo Potencial;81916;2024
3;Cliente Maior Potencial;167555;2024
3;Cliente Maior Potencial;148264;2024
4;Cliente Baixo Potencial;91332;2024
3;Cliente Maior Potencial;124744;2024
3;Cliente Maior Potencial;226774;2024
3;Cliente Maior Potencial;25344;2024
4;Cliente Baixo Potencial;50865;2024
3;Cliente Maior Potencial;11845;2024
3;Cliente Maior Potencial;126693;2024
3;Cliente Maior Potencial;30123;2024
4;Cliente Baixo Potencial;110857;2024
4;Cliente Baixo Potencial;192569;2024
3;Cliente Maior Potencial;49977;2024
3;Cliente Maior Potencial;87663;2024
3;Cliente Maior Potencial;36191;2024
4;Cliente Baixo Potencial;203284;2024
3;Cliente Maior Potencial;209054;2024
4;Cliente Baixo Potencial;20742;2024
4;Cliente Baixo Potencial;168568;2024
4;Cliente Baixo Potencial;40766;2024
3;Cliente Maior Potencial;45792;2024
3;Cliente Maior Potencial;89223;2024
3;Cliente Maior Potencial;23305;2024
3;Cliente Maior Potencial;147560;2024
4;Cliente Baixo Potencial;92597;2024
4;Cliente Baixo Potencial;104316;2024
4;Cliente Baixo Potencial;189674;2024
4;Cliente Baixo Potencial;215480;2024
4;Cliente Baixo Potencial;75448;2024
4;Cliente Baixo Potencial;51607;2024
3;Cliente Maior Potencial;56674;2024
3;Cliente Maior Potencial;78711;2024
4;Cliente Baixo Potencial;77013;2024
3;Cliente Maior Potencial;85314;2024
3;Cliente Maior Potencial;40650;2024
4;Cliente Baixo Potencial;158817;2024
4;Cliente Baixo Potencial;184931;2024
4;Cliente Baixo Potencial;80926;2024
3;Cliente Maior Potencial;839;2024
4;Cliente Baixo Potencial;36177;2024
5;Cliente Grande Transacional;119275;2024
4;Cliente Baixo Potencial;14172;2024
3;Cliente Maior Potencial;50442;2024
4;Cliente Baixo Potencial;184605;2024
3;Cliente Maior Potencial;64586;2024
3;Cliente Maior Potencial;51327;2024
4;Cliente Baixo Potencial;177834;2024
3;Cliente Maior Potencial;46924;2024
4;Cliente Baixo Potencial;11425;2024
4;Cliente Baixo Potencial;160061;2024
4;Cliente Baixo Potencial;59307;2024
3;Cliente Maior Potencial;134979;2024
4;Cliente Baixo Potencial;46664;2024
5;Cliente Grande Transacional;103136;2024
4;Cliente Baixo Potencial;35968;2024
4;Cliente Baixo Potencial;167812;2024
4;Cliente Baixo Potencial;10169;2024
3;Cliente Maior Potencial;50327;2024
4;Cliente Baixo Potencial;49693;2024
4;Cliente Baixo Potencial;196926;2024
4;Cliente Baixo Potencial;83571;2024
3;Cliente Maior Potencial;95983;2024
4;Cliente Baixo Potencial;229916;2024
4;Cliente Baixo Potencial;175742;2024
3;Cliente Maior Potencial;42576;2024
3;Cliente Maior Potencial;81186;2024
3;Cliente Maior Potencial;134276;2024
4;Cliente Baixo Potencial;208367;2024
3;Cliente Maior Potencial;27646;2024
4;Cliente Baixo Potencial;204856;2024
3;Cliente Maior Potencial;27658;2024
3;Cliente Maior Potencial;228766;2024
4;Cliente Baixo Potencial;184274;2024
4;Cliente Baixo Potencial;22699;2024
4;Cliente Baixo Potencial;119131;2024
4;Cliente Baixo Potencial;36223;2024
3;Cliente Maior Potencial;222066;2024
3;Cliente Maior Potencial;25152;2024
3;Cliente Maior Potencial;205853;2024
4;Cliente Baixo Potencial;50042;2024
3;Cliente Maior Potencial;71658;2024
4;Cliente Baixo Potencial;10704;2024
4;Cliente Baixo Potencial;35876;2024
3;Cliente Maior Potencial;201703;2024
3;Cliente Maior Potencial;123324;2024
4;Cliente Baixo Potencial;95246;2024
4;Cliente Baixo Potencial;74712;2024
4;Cliente Baixo Potencial;143092;2024
3;Cliente Maior Potencial;204865;2024
4;Cliente Baixo Potencial;78089;2024
4;Cliente Baixo Potencial;86168;2024
4;Cliente Baixo Potencial;140646;2024
5;Cliente Grande Transacional;104626;2024
4;Cliente Baixo Potencial;224110;2024
4;Cliente Baixo Potencial;56205;2024
4;Cliente Baixo Potencial;12978;2024
4;Cliente Baixo Potencial;157648;2024
4;Cliente Baixo Potencial;75120;2024
4;Cliente Baixo Potencial;71888;2024
3;Cliente Maior Potencial;110753;2024
3;Cliente Maior Potencial;58765;2024
3;Cliente Maior Potencial;222007;2024
4;Cliente Baixo Potencial;135213;2024
4;Cliente Baixo Potencial;45647;2024
4;Cliente Baixo Potencial;91975;2024
3;Cliente Maior Potencial;15514;2024
4;Cliente Baixo Potencial;193559;2024
3;Cliente Maior Potencial;171833;2024
3;Cliente Maior Potencial;47997;2024
4;Cliente Baixo Potencial;59617;2024
3;Cliente Maior Potencial;126410;2024
3;Cliente Maior Potencial;86860;2024
4;Cliente Baixo Potencial;37688;2024
3;Cliente Maior Potencial;156656;2024
3;Cliente Maior Potencial;106329;2024
3;Cliente Maior Potencial;9069;2024
4;Cliente Baixo Potencial;158469;2024
4;Cliente Baixo Potencial;222038;2024
4;Cliente Baixo Potencial;50207;2024
4;Cliente Baixo Potencial;71652;2024
3;Cliente Maior Potencial;46892;2024
4;Cliente Baixo Potencial;36683;2024
4;Cliente Baixo Potencial;28520;2024
3;Cliente Maior Potencial;80030;2024
3;Cliente Maior Potencial;95062;2024
4;Cliente Baixo Potencial;198982;2024
3;Cliente Maior Potencial;215944;2024
4;Cliente Baixo Potencial;37771;2024
3;Cliente Maior Potencial;36432;2024
3;Cliente Maior Potencial;4180;2024
3;Cliente Maior Potencial;82305;2024
4;Cliente Baixo Potencial;215371;2024
4;Cliente Baixo Potencial;20557;2024
4;Cliente Baixo Potencial;64602;2024
3;Cliente Maior Potencial;5957;2024
4;Cliente Baixo Potencial;21420;2024
4;Cliente Baixo Potencial;215199;2024
4;Cliente Baixo Potencial;36887;2024
3;Cliente Maior Potencial;117167;2024
4;Cliente Baixo Potencial;217453;2024
4;Cliente Baixo Potencial;25709;2024
3;Cliente Maior Potencial;58346;2024
3;Cliente Maior Potencial;174068;2024
4;Cliente Baixo Potencial;188518;2024
4;Cliente Baixo Potencial;61248;2024
4;Cliente Baixo Potencial;106093;2024
4;Cliente Baixo Potencial;28954;2024
5;Cliente Grande Transacional;124539;2024
